dt,S_bal
2024-07-07 20:00:00+00:00,26.2
2024-07-07 20:15:00+00:00,46.68
2024-07-07 20:30:00+00:00,37.64
2024-07-07 20:45:00+00:00,81.62
2024-07-07 21:00:00+00:00,-20.42
2024-07-07 21:15:00+00:00,73.15
2024-07-07 21:30:00+00:00,77.01
2024-07-07 21:45:00+00:00,-5.98
2024-07-07 22:00:00+00:00,42.77
2024-07-07 22:15:00+00:00,42.05
2024-07-07 22:30:00+00:00,16.15
2024-07-07 22:45:00+00:00,31.89
2024-07-07 23:00:00+00:00,32.06
2024-07-07 23:15:00+00:00,103.63
2024-07-07 23:30:00+00:00,83.22
2024-07-07 23:45:00+00:00,91.61
2024-07-08 00:00:00+00:00,113.04
2024-07-08 00:15:00+00:00,66.77
2024-07-08 00:30:00+00:00,81.89
2024-07-08 00:45:00+00:00,107.23
2024-07-08 01:00:00+00:00,74.62
2024-07-08 01:15:00+00:00,123.0
2024-07-08 01:30:00+00:00,-50.83
2024-07-08 01:45:00+00:00,95.81
2024-07-08 02:00:00+00:00,131.43
2024-07-08 02:15:00+00:00,124.77
2024-07-08 02:30:00+00:00,104.64
2024-07-08 02:45:00+00:00,142.64
2024-07-08 03:00:00+00:00,92.12
2024-07-08 03:15:00+00:00,134.54
2024-07-08 03:30:00+00:00,133.97
2024-07-08 03:45:00+00:00,111.4
2024-07-08 04:00:00+00:00,129.13
2024-07-08 04:15:00+00:00,89.7
2024-07-08 04:30:00+00:00,144.08
2024-07-08 04:45:00+00:00,116.36
2024-07-08 05:00:00+00:00,106.25
2024-07-08 05:15:00+00:00,145.54
2024-07-08 05:30:00+00:00,101.71
2024-07-08 05:45:00+00:00,84.11
2024-07-08 06:00:00+00:00,76.08
2024-07-08 06:15:00+00:00,130.15
2024-07-08 06:30:00+00:00,82.99
2024-07-08 06:45:00+00:00,158.87
2024-07-08 07:00:00+00:00,57.27
2024-07-08 07:15:00+00:00,151.73
2024-07-08 07:30:00+00:00,114.59
2024-07-08 07:45:00+00:00,106.9
2024-07-08 08:00:00+00:00,90.04
2024-07-08 08:15:00+00:00,113.64
2024-07-08 08:30:00+00:00,102.72
2024-07-08 08:45:00+00:00,131.24
2024-07-08 09:00:00+00:00,102.0
2024-07-08 09:15:00+00:00,102.9
2024-07-08 09:30:00+00:00,90.05
2024-07-08 09:45:00+00:00,97.72
2024-07-08 10:00:00+00:00,104.03
2024-07-08 10:15:00+00:00,53.59
2024-07-08 10:30:00+00:00,62.64
2024-07-08 10:45:00+00:00,114.92
2024-07-08 11:00:00+00:00,99.45
2024-07-08 11:15:00+00:00,90.58
2024-07-08 11:30:00+00:00,95.64
2024-07-08 11:45:00+00:00,103.87
2024-07-08 12:00:00+00:00,-18.49
2024-07-08 12:15:00+00:00,75.54
2024-07-08 12:30:00+00:00,99.9
2024-07-08 12:45:00+00:00,70.54
2024-07-08 13:00:00+00:00,105.03
2024-07-08 13:15:00+00:00,52.26
2024-07-08 13:30:00+00:00,120.55
2024-07-08 13:45:00+00:00,106.64
2024-07-08 14:00:00+00:00,100.06
2024-07-08 14:15:00+00:00,118.23
2024-07-08 14:30:00+00:00,135.3
2024-07-08 14:45:00+00:00,119.02
2024-07-08 15:00:00+00:00,44.84
2024-07-08 15:15:00+00:00,58.87
2024-07-08 15:30:00+00:00,75.24
2024-07-08 15:45:00+00:00,91.51
2024-07-08 16:00:00+00:00,99.28
2024-07-08 16:15:00+00:00,68.2
2024-07-08 16:30:00+00:00,91.01
2024-07-08 16:45:00+00:00,67.46
2024-07-08 17:00:00+00:00,65.39
2024-07-08 17:15:00+00:00,45.51
2024-07-08 17:30:00+00:00,57.6
2024-07-08 17:45:00+00:00,46.89
2024-07-08 18:00:00+00:00,-49.4
2024-07-08 18:15:00+00:00,101.34
2024-07-08 18:30:00+00:00,51.27
2024-07-08 18:45:00+00:00,140.81
2024-07-08 19:00:00+00:00,83.01
2024-07-08 19:15:00+00:00,75.3
2024-07-08 19:30:00+00:00,49.22
2024-07-08 19:45:00+00:00,-61.81
2024-07-08 20:00:00+00:00,54.63
2024-07-08 20:15:00+00:00,72.07
2024-07-08 20:30:00+00:00,133.02
2024-07-08 20:45:00+00:00,66.62
2024-07-08 21:00:00+00:00,99.59
2024-07-08 21:15:00+00:00,-46.72
2024-07-08 21:30:00+00:00,69.98
2024-07-08 21:45:00+00:00,115.13
2024-07-08 22:00:00+00:00,60.67
2024-07-08 22:15:00+00:00,121.65
2024-07-08 22:30:00+00:00,94.03
2024-07-08 22:45:00+00:00,62.28
2024-07-08 23:00:00+00:00,100.63
2024-07-08 23:15:00+00:00,109.14
2024-07-08 23:30:00+00:00,100.37
2024-07-08 23:45:00+00:00,45.57
2024-07-09 00:00:00+00:00,76.82
2024-07-09 00:15:00+00:00,88.81
2024-07-09 00:30:00+00:00,93.14
2024-07-09 00:45:00+00:00,110.52
2024-07-09 01:00:00+00:00,109.62
2024-07-09 01:15:00+00:00,71.79
2024-07-09 01:30:00+00:00,114.68
2024-07-09 01:45:00+00:00,120.44
2024-07-09 02:00:00+00:00,127.66
2024-07-09 02:15:00+00:00,140.68
2024-07-09 02:30:00+00:00,134.51
2024-07-09 02:45:00+00:00,125.14
2024-07-09 03:00:00+00:00,117.39
2024-07-09 03:15:00+00:00,77.62
2024-07-09 03:30:00+00:00,129.88
2024-07-09 03:45:00+00:00,124.33
2024-07-09 04:00:00+00:00,127.77
2024-07-09 04:15:00+00:00,89.06
2024-07-09 04:30:00+00:00,93.95
2024-07-09 04:45:00+00:00,147.31
2024-07-09 05:00:00+00:00,118.33
2024-07-09 05:15:00+00:00,136.36
2024-07-09 05:30:00+00:00,120.03
2024-07-09 05:45:00+00:00,120.06
2024-07-09 06:00:00+00:00,138.46
2024-07-09 06:15:00+00:00,102.1
2024-07-09 06:30:00+00:00,117.4
2024-07-09 06:45:00+00:00,103.44
2024-07-09 07:00:00+00:00,98.46
2024-07-09 07:15:00+00:00,101.59
2024-07-09 07:30:00+00:00,114.87
2024-07-09 07:45:00+00:00,97.35
2024-07-09 08:00:00+00:00,135.05
2024-07-09 08:15:00+00:00,81.3
2024-07-09 08:30:00+00:00,-51.01
2024-07-09 08:45:00+00:00,92.67
2024-07-09 09:00:00+00:00,135.32
2024-07-09 09:15:00+00:00,104.06
2024-07-09 09:30:00+00:00,124.94
2024-07-09 09:45:00+00:00,62.0
2024-07-09 10:00:00+00:00,103.02
2024-07-09 10:15:00+00:00,118.58
2024-07-09 10:30:00+00:00,98.4
2024-07-09 10:45:00+00:00,122.98
2024-07-09 11:00:00+00:00,82.24
2024-07-09 11:15:00+00:00,130.41
2024-07-09 11:30:00+00:00,152.65
2024-07-09 11:45:00+00:00,-13.89
2024-07-09 12:00:00+00:00,83.86
2024-07-09 12:15:00+00:00,131.33
2024-07-09 12:30:00+00:00,134.49
2024-07-09 12:45:00+00:00,81.93
2024-07-09 13:00:00+00:00,84.32
2024-07-09 13:15:00+00:00,87.78
2024-07-09 13:30:00+00:00,61.21
2024-07-09 13:45:00+00:00,71.86
2024-07-09 14:00:00+00:00,68.56
2024-07-09 14:15:00+00:00,74.47
2024-07-09 14:30:00+00:00,92.79
2024-07-09 14:45:00+00:00,99.52
2024-07-09 15:00:00+00:00,129.62
2024-07-09 15:15:00+00:00,65.9
2024-07-09 15:30:00+00:00,115.47
2024-07-09 15:45:00+00:00,85.51
2024-07-09 16:00:00+00:00,85.1
2024-07-09 16:15:00+00:00,-46.79
2024-07-09 16:30:00+00:00,58.27
2024-07-09 16:45:00+00:00,95.9
2024-07-09 17:00:00+00:00,84.84
2024-07-09 17:15:00+00:00,92.99
2024-07-09 17:30:00+00:00,87.91
2024-07-09 17:45:00+00:00,142.06
2024-07-09 18:00:00+00:00,59.06
2024-07-09 18:15:00+00:00,61.73
2024-07-09 18:30:00+00:00,59.42
2024-07-09 18:45:00+00:00,61.11
2024-07-09 19:00:00+00:00,54.75
2024-07-09 19:15:00+00:00,100.41
2024-07-09 19:30:00+00:00,6.19
2024-07-09 19:45:00+00:00,56.41
2024-07-09 20:00:00+00:00,-101.79
2024-07-09 20:15:00+00:00,80.8
2024-07-09 20:30:00+00:00,55.21
2024-07-09 20:45:00+00:00,84.84
2024-07-09 21:00:00+00:00,75.93
2024-07-09 21:15:00+00:00,32.96
2024-07-09 21:30:00+00:00,109.55
2024-07-09 21:45:00+00:00,115.75
2024-07-09 22:00:00+00:00,61.02
2024-07-09 22:15:00+00:00,66.65
2024-07-09 22:30:00+00:00,83.49
2024-07-09 22:45:00+00:00,84.7
2024-07-09 23:00:00+00:00,101.29
2024-07-09 23:15:00+00:00,135.08
2024-07-09 23:30:00+00:00,80.4
2024-07-09 23:45:00+00:00,64.87
2024-07-10 00:00:00+00:00,60.52
2024-07-10 00:15:00+00:00,76.73
2024-07-10 00:30:00+00:00,94.17
2024-07-10 00:45:00+00:00,139.86
2024-07-10 01:00:00+00:00,92.24
2024-07-10 01:15:00+00:00,110.77
2024-07-10 01:30:00+00:00,104.77
2024-07-10 01:45:00+00:00,134.89
2024-07-10 02:00:00+00:00,176.83
2024-07-10 02:15:00+00:00,100.39
2024-07-10 02:30:00+00:00,101.42
2024-07-10 02:45:00+00:00,139.76
2024-07-10 03:00:00+00:00,136.19
2024-07-10 03:15:00+00:00,165.31
2024-07-10 03:30:00+00:00,133.74
2024-07-10 03:45:00+00:00,110.16
2024-07-10 04:00:00+00:00,135.75
2024-07-10 04:15:00+00:00,148.7
2024-07-10 04:30:00+00:00,141.49
2024-07-10 04:45:00+00:00,133.66
2024-07-10 05:00:00+00:00,145.99
2024-07-10 05:15:00+00:00,148.55
2024-07-10 05:30:00+00:00,153.87
2024-07-10 05:45:00+00:00,135.54
2024-07-10 06:00:00+00:00,110.82
2024-07-10 06:15:00+00:00,18.67
2024-07-10 06:30:00+00:00,145.16
2024-07-10 06:45:00+00:00,94.58
2024-07-10 07:00:00+00:00,118.54
2024-07-10 07:15:00+00:00,99.49
2024-07-10 07:30:00+00:00,110.04
2024-07-10 07:45:00+00:00,141.28
2024-07-10 08:00:00+00:00,108.44
2024-07-10 08:15:00+00:00,104.82
2024-07-10 08:30:00+00:00,69.66
2024-07-10 08:45:00+00:00,122.32
2024-07-10 09:00:00+00:00,115.28
2024-07-10 09:15:00+00:00,153.22
2024-07-10 09:30:00+00:00,91.45
2024-07-10 09:45:00+00:00,104.62
2024-07-10 10:00:00+00:00,102.57
2024-07-10 10:15:00+00:00,135.78
2024-07-10 10:30:00+00:00,93.96
2024-07-10 10:45:00+00:00,103.32
2024-07-10 11:00:00+00:00,110.37
2024-07-10 11:15:00+00:00,99.84
2024-07-10 11:30:00+00:00,84.02
2024-07-10 11:45:00+00:00,100.03
2024-07-10 12:00:00+00:00,121.84
2024-07-10 12:15:00+00:00,69.34
2024-07-10 12:30:00+00:00,98.32
2024-07-10 12:45:00+00:00,77.5
2024-07-10 13:00:00+00:00,124.7
2024-07-10 13:15:00+00:00,56.74
2024-07-10 13:30:00+00:00,80.85
2024-07-10 13:45:00+00:00,104.25
2024-07-10 14:00:00+00:00,132.8
2024-07-10 14:15:00+00:00,92.02
2024-07-10 14:30:00+00:00,79.78
2024-07-10 14:45:00+00:00,140.69
2024-07-10 15:00:00+00:00,-45.34
2024-07-10 15:15:00+00:00,35.89
2024-07-10 15:30:00+00:00,101.86
2024-07-10 15:45:00+00:00,78.31
2024-07-10 16:00:00+00:00,60.81
2024-07-10 16:15:00+00:00,104.05
2024-07-10 16:30:00+00:00,92.43
2024-07-10 16:45:00+00:00,72.24
2024-07-10 17:00:00+00:00,48.67
2024-07-10 17:15:00+00:00,102.49
2024-07-10 17:30:00+00:00,96.94
2024-07-10 17:45:00+00:00,78.2
2024-07-10 18:00:00+00:00,121.17
2024-07-10 18:15:00+00:00,-51.75
2024-07-10 18:30:00+00:00,36.86
2024-07-10 18:45:00+00:00,57.7
2024-07-10 19:00:00+00:00,69.54
2024-07-10 19:15:00+00:00,76.76
2024-07-10 19:30:00+00:00,64.65
2024-07-10 19:45:00+00:00,79.48
2024-07-10 20:00:00+00:00,37.73
2024-07-10 20:15:00+00:00,105.11
2024-07-10 20:30:00+00:00,66.97
2024-07-10 20:45:00+00:00,96.95
2024-07-10 21:00:00+00:00,79.43
2024-07-10 21:15:00+00:00,82.28
2024-07-10 21:30:00+00:00,85.1
2024-07-10 21:45:00+00:00,82.05
2024-07-10 22:00:00+00:00,92.41
2024-07-10 22:15:00+00:00,109.57
2024-07-10 22:30:00+00:00,81.25
2024-07-10 22:45:00+00:00,94.06
2024-07-10 23:00:00+00:00,82.58
2024-07-10 23:15:00+00:00,120.83
2024-07-10 23:30:00+00:00,67.91
2024-07-10 23:45:00+00:00,129.85
2024-07-11 00:00:00+00:00,94.0
2024-07-11 00:15:00+00:00,59.23
2024-07-11 00:30:00+00:00,98.2
2024-07-11 00:45:00+00:00,77.97
2024-07-11 01:00:00+00:00,126.19
2024-07-11 01:15:00+00:00,88.86
2024-07-11 01:30:00+00:00,94.02
2024-07-11 01:45:00+00:00,-92.06
2024-07-11 02:00:00+00:00,102.35
